Date,Source,URL,Title,Notes,Keywords,Quality
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277424/peso-rises-further-on-rate-cut-bets/,Peso rises further on rate cut bets,Manual selection,NA,1
2020-02-07,Business World,https://www.bworldonline.com/editors-picks/2020/02/07/277436/gross-international-reserves-slip-in-january/,Gross international reserves slip in January,Manual selection,NA,1
2020-02-07,Inquirer,https://business.inquirer.net/289944/adb-earmarks-2-million-for-new-china-virus,ADB earmarks $2 million for new China virus,Business,NA,1
2020-02-07,Inquirer,https://business.inquirer.net/289936/neda-chief-coronavirus-impact-could-shed-less-than-1-percent-off-ph-economy,Neda chief: Coronavirus impact could shed less than 1 percent off PH economy,Business,NA,1
2020-02-07,Inquirer,https://business.inquirer.net/289928/imf-bsp-can-further-cut-interest-rates-to-offset-growth-risks,IMF: BSP can further cut interest rates to offset growth risks,Business,NA,1
2020-02-07,Inquirer,https://business.inquirer.net/289909/bsp-makes-preemptive-rate-cut-to-protect-economy,BSP makes ‘preemptive’ rate cut to protect economy,Business,NA,1
2020-02-08,Inquirer,https://business.inquirer.net/290096/imf-bsp-can-cut-interest-rates-further-to-shield-economy-from-risks,IMF: BSP can cut interest rates further to shield economy from risks,Business,NA,1
2020-02-08,Inquirer,https://business.inquirer.net/290120/china-virus-how-heavy-the-blow-on-ph-economy,China virus: How heavy the blow on PH economy,Business,NA,1
2020-02-09,Business World,https://www.bworldonline.com/editors-picks/2020/02/09/277474/more-fiscal-reforms-needed-for-a-rating/,"Monetary, fiscal tools should be readied for nCov outbreak — DoF",Manual selection,NA,1
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277479/phl-shares-to-move-sideways-on-easing-concerns/,PHL shares to move sideways on easing concerns,Manual selection,NA,1
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277551/peso-to-climb-further-on-us-local-data/,"Peso to climb further on US, local data",Manual selection,NA,1
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277553/yields-on-govt-securities-decline-on-bsp-rate-cut/,Yields on gov’t securities decline on BSP rate cut,Manual selection,NA,1
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277552/treasury-bill-rates-likely-to-drop-2/,Treasury bill rates likely to drop,Manual selection,NA,1
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277655/bsp-may-cut-rate-again-analysts/,BSP may cut rate again — analysts,Manual selection,NA,1
2020-02-10,Business World,https://www.bworldonline.com/editors-picks/2020/02/10/277804/local-stocks-end-lower-as-investors-pocket-gains/,Local stocks end lower as investors pocket gains,Manual selection,NA,2
2020-02-10,Inquirer,https://business.inquirer.net/290262/ph-economy-remains-robust-imf,PH economy remains robust — IMF,Business,NA,1
2020-02-10,Inquirer,https://business.inquirer.net/290257/moodys-sees-ph-consumer-spending-taking-a-hit-from-coronavirus,Moody’s sees PH consumer spending taking a hit from coronavirus,Business,NA,1
2020-02-10,Inquirer,https://business.inquirer.net/290236/asia-stocks-decline-amid-warnings-china-virus-still-a-threat,Asia stocks decline amid warnings China virus still a threat,Business,NA,1
2020-02-10,Inquirer,https://business.inquirer.net/290226/ph-among-economies-most-vulnerable-to-virus,PH among economies most vulnerable to virus,Business,site:business.inquirer.net,1
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/277806/govt-makes-full-award-of-t-bills-4/,Gov’t makes full award of T-bills,Manual selection,NA,1
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278021/main-index-inches-higher-on-bargain-hunting/,Main index inches higher on bargain hunting,Manual selection,NA,1
2020-02-11,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278022/peso-climbs-versus-dollar-ahead-of-powell-testimony/,Peso climbs versus dollar ahead of Powell testimony,Manual selection,NA,1
2020-02-11,Inquirer,https://business.inquirer.net/290325/fitch-changes-ph-economic-outlook-from-stable-to-positive,Fitch changes PH economic outlook from ‘stable’ to ‘positive’,Business,NA,1
2020-02-11,Inquirer,https://business.inquirer.net/290318/neda-chief-sees-two-sides-of-the-coin-on-coronavirus-impact-on-ph-trade,Neda chief sees two sides of the coin on coronavirus impact on PH trade,Business,NA,1
2020-02-11,Inquirer,https://business.inquirer.net/290315/asian-stock-markets-rebound-following-wall-street-higher,"Asian stock markets rebound, following Wall Street higher",Business,NA,1
2020-02-11,Philippine Star,https://www.philstar.com/business/2020/02/11/1992026/index-struggles-amid-virus-scare,Index struggles amid virus scare,Business,NA,1
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/11/278139/ncov-expected-to-dent-consumption-in-2020/,nCov expected to dent consumption in 2020,Manual selection,NA,1
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/12/278156/fitch-upgrades-phl-outlook-to-positive/,Fitch upgrades PHL outlook to ‘positive’,Manual selection,NA,1
2020-02-12,Business World,https://www.bworldonline.com/editors-picks/2020/02/12/278219/shares-decline-anew-ahead-of-msci-rebalancing/,Shares decline anew ahead of MSCI rebalancing,Manual selection,NA,1
2020-02-12,Inquirer,https://business.inquirer.net/290362/amro-chinas-covid-19-cold-to-bring-cough-to-asean-other-countries,"Amro: China’s COVID-19 cold to bring cough to Asean, other countries",Business,NA,1
2020-02-12,Inquirer,https://business.inquirer.net/290354/asian-shares-rise-despite-worries-about-virus-outbreak,Asian shares rise despite worries about virus outbreak,Business,NA,1
2020-02-12,Philippine Star,https://www.philstar.com/business/2020/02/12/1992306/philippines-economy-grow-63-q1-imf,Philippines economy to grow by 6.3% in Q1 — IMF,Business,NA,1
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278223/malaysias-central-bank-sees-ample-room-for-policy-easing/,Malaysia’s central bank sees ‘ample room’ for policy easing,Manual selection,NA,1
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278230/term-deposit-yields-decline-on-bsp-rate-decision-fitch-move/,"Term deposit yields decline on BSP rate decision, Fitch move",Manual selection,NA,1
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278251/phl-tourism-to-lose-p23-billion-a-month-due-to-covid-19/,PHL tourism to lose P23 billion a month due to COVID-19,Manual selection,NA,1
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278485/pse-index-inches-higher-on-easing-virus-worries/,PSE index inches higher on easing virus worries,Manual selection,NA,1
2020-02-13,Business World,https://www.bworldonline.com/editors-picks/2020/02/13/278599/in-the-coronavirus-era-we-dont-know-is-defensible/,"In the coronavirus era, ‘We don’t know’ is defensible",Manual selection,NA,1
2020-02-13,Inquirer,https://business.inquirer.net/290402/solid-earnings-send-stock-indexes-higher-on-wall-street,Solid earnings send stock indexes higher on Wall Street,Business,NA,1
2020-02-13,Inquirer,https://business.inquirer.net/290388/govt-hopeful-on-hitting-2020-growth-target,Gov’t hopeful on hitting 2020 growth target,Business,NA,1
2020-02-13,Philippine Star,https://www.philstar.com/business/2020/02/13/1992599/prolonged-virus-outbreak-hurt-aspac-banks-moodys,Prolonged virus outbreak to hurt AsPac banks — Moody’s,Business,NA,1
2020-02-14,Business World,http://bworldonline.com/editors-picks/2020/02/14/278500/coronavirus-may-delay-phl-economic-recovery/,Coronavirus may delay PHL economic recovery,Manual selection,NA,1
2020-02-14,Business World,https://www.bworldonline.com/editors-picks/2020/02/14/278663/local-shares-down-1-6-as-virus-spooks-investors/,Local shares down 1.6% as virus spooks investors,Manual selection,NA,1
2020-02-14,Business World,https://www.bworldonline.com/editors-picks/2020/02/14/278674/bsp-eyes-another-rate-cut-in-q2-amid-outbreak/,BSP eyes another rate cut in Q2 amid outbreak,Manual selection,NA,1
2020-02-14,Inquirer,https://business.inquirer.net/290481/bsp-may-cut-rates-earlier-to-head-off-virus-adverse-economic-effects,BSP may cut rates earlier to head off virus’ adverse economic effects,Business,NA,1
2020-02-14,Inquirer,https://business.inquirer.net/290463/asian-stocks-edge-mostly-lower-after-china-virus-cases-spike,Asian stocks edge mostly lower after China virus cases spike,Business,NA,1
2020-02-14,Inquirer,https://business.inquirer.net/290456/us-stocks-edge-mostly-lower-after-china-virus-cases-spike,US stocks edge mostly lower after China virus cases spike,Business,NA,1
2020-02-14,Inquirer,https://business.inquirer.net/290442/more-cuts-in-bsp-rates-expected,More cuts in BSP rates expected,Business,NA,1
2020-02-14,Inquirer,https://business.inquirer.net/290440/psei-inches-up-bucking-sluggish-regional-markets,"PSEi inches up, bucking sluggish regional markets",Business,NA,1
2020-02-14,Business Mirror,https://businessmirror.com.ph/2020/02/14/novel-coronavirus-spurs-best-china-bond-rally-since-2015/,Novel coronavirus spurs best China bond rally since 2015,Business,NA,1
2020-02-15,Inquirer,https://business.inquirer.net/290598/bsp-may-accelerate-rate-cuts-in-2020,BSP may accelerate rate cuts in 2020,NA,Full Criteria,1
2020-02-15,Inquirer,https://business.inquirer.net/290600/lingering-covid-19-jitters-pull-market-down,Lingering COVID-19 jitters pull market down,Business,NA,1
2020-02-16,Rappler,https://www.rappler.com/business/251975-novel-coronavirus-could-damage-global-growth-2020-imf/,Novel coronavirus could damage global growth in 2020 – IMF,Business,NA,1
2020-02-17,Business World,https://www.bworldonline.com/editors-picks/2020/02/17/278729/phl-stocks-to-move-sideways-amid-uncertainties/,PHL stocks to move sideways amid uncertainties,Manual selection,NA,1
2020-02-17,Business World,https://www.bworldonline.com/editors-picks/2020/02/17/278770/peso-may-weaken-anew-as-virus-death-toll-continues-to-increase/,Peso may weaken anew as virus death toll continues to increase,Manual selection,NA,1
2020-02-17,Business World,https://www.bworldonline.com/editors-picks/2020/02/17/278769/government-bonds-rally-as-fitch-upgrades-outlook-on-credit-rating/,Government bonds rally as Fitch upgrades outlook on credit rating,Manual selection,NA,1
2020-02-17,Business World,https://www.bworldonline.com/editors-picks/2020/02/17/278768/treasury-bills-bonds-to-fetch-lower-rates-as-bsp-eyes-cuts/,"Treasury bills, bonds to fetch lower rates as BSP eyes cuts",Manual selection,NA,1
2020-02-17,Business World,https://www.bworldonline.com/editors-picks/2020/02/17/279051/pse-index-ends-higher-as-worries-over-virus-ease/,PSE index ends higher as worries over virus ease,Manual selection,NA,1
2020-02-17,Inquirer,https://business.inquirer.net/290717/stocks-mostly-rise-but-japan-skids-on-stark-economic-data,Stocks mostly rise but Japan skids on stark economic data,Business,NA,1
2020-02-17,Philippine Star,https://www.philstar.com/business/2020/02/17/1993669/abs-cbn-shutdown-blow-economic-diversity-investor-confidence,"ABS-CBN shutdown a blow to economic diversity, investor confidence",Business,NA,1
2020-02-18,Business World,https://www.bworldonline.com/editors-picks/2020/02/18/279058/govt-makes-full-award-of-t-bills-as-investors-flock-to-safe-havens/,Gov’t makes full award of T-bills as investors flock to safe havens,Manual selection,NA,1
2020-02-18,Business World,https://www.bworldonline.com/editors-picks/2020/02/18/279278/local-shares-close-flat-amid-lack-of-fresh-leads/,Local shares close flat amid lack of fresh leads,Manual selection,NA,1
2020-02-18,Inquirer,https://business.inquirer.net/290771/shares-take-hit-as-virus-outbreak-slams-profits-events,"Shares take hit as virus outbreak slams profits, events",Business,NA,1
2020-02-18,Inquirer,https://business.inquirer.net/290767/china-virus-outbreak-chilling-recovery-for-asian-economies,China virus outbreak chilling recovery for Asian economies,Business,NA,1
2020-02-18,Inquirer,https://business.inquirer.net/290759/covid-19-threat-tinkers-with-moodys-growth-forecast-for-ph-other-countries,"COVID-19 threat tinkers with Moody’s growth forecast for PH, other countries",Business,NA,1
2020-02-18,Inquirer,https://business.inquirer.net/290742/shares-fall-in-asia-as-virus-outbreak-hits-profits-events,"Shares fall in Asia as virus outbreak hits profits, events",Business,NA,1
2020-02-18,Inquirer,https://business.inquirer.net/290738/envoy-china-loans-for-ph-infra-projects-to-continue-despite-covid-19,Envoy: China loans for PH infra projects to continue despite COVID-19,Business,NA,1
2020-02-18,Philippine Star,https://www.philstar.com/business/2020/02/18/1993926/despite-covid-19-fitch-unit-keeps-philippines-gdp-outlook,"Despite COVID-19, Fitch unit keeps Philippines GDP outlook",Business,NA,1
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279287/govt-makes-full-award-of-bonds-as-yields-drop-on-strong-demand/,Gov’t makes full award of bonds as yields drop on strong demand,Manual selection,NA,1
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279442/moodys-cuts-phl-growth-forecast/,Moody’s cuts PHL growth forecast,Manual selection,NA,1
2020-02-19,Business World,https://www.bworldonline.com/editors-picks/2020/02/19/279504/phl-stocks-climb-on-inflows-due-to-virus-concerns/,PHL stocks climb on inflows due to virus concerns,Manual selection,NA,1
2020-02-19,Inquirer,https://business.inquirer.net/290827/asian-markets-rebound-on-hopes-for-limited-virus-impact,Asian markets rebound on hopes for limited virus impact,Business,NA,1
2020-02-19,Inquirer,https://business.inquirer.net/290802/stocks-fall-on-apple-revenue-warning-dow-drops-165,Stocks fall on Apple revenue warning; Dow drops 165,Business,NA,1
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279522/term-deposit-yields-drop-despite-decline-in-bids/,Term deposit yields drop despite decline in bids,Manual selection,NA,1
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279662/sp-trims-philippines-2020-growth-outlook/,S&P trims Philippines 2020 growth outlook,Manual selection,NA,1
2020-02-20,Business World,https://www.bworldonline.com/editors-picks/2020/02/20/279749/shares-rise-further-as-china-cuts-benchmark-rate/,Shares rise further as China cuts benchmark rate,Manual selection,NA,1
2020-02-20,Rappler,https://www.rappler.com/business/252273-imf-warns-china-novel-coronavirus-hitting-fragile-global-economy/,IMF warns China virus hitting a fragile global economy,Business,NA,1
2020-02-20,Inquirer,https://business.inquirer.net/290930/hot-money-fled-ph-at-start-of-2020-due-to-bad-news-on-local-foreign-fronts-says-bsp,"‘Hot money’ fled PH at start of 2020 due to bad news on local, foreign fronts, says BSP",Business,NA,1
2020-02-20,Inquirer,https://business.inquirer.net/290904/asian-stocks-mixed-after-wall-street-rises-to-record,Asian stocks mixed after Wall Street rises to record,Business,NA,1
2020-02-20,Inquirer,https://business.inquirer.net/290896/us-stocks-brush-off-latest-loss-return-to-record-heights,"US stocks brush off latest loss, return to record heights",Business,NA,1
2020-02-20,Inquirer,https://business.inquirer.net/290887/psei-moves-up-closer-to-7400-level,"PSEi moves up closer to 7,400 level",Business,NA,1
2020-02-20,Rappler,https://www.rappler.com/business/252315-china-cuts-loan-rate-as-it-battles-novel-coronavirus-impact/,China cuts loan rate as it battles coronavirus impact,Business,NA,1
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279734/china-cuts-benchmark-rate-as-virus-shock-affects-economy/,China cuts benchmark rate as virus shock affects economy,Manual selection,NA,1
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279768/balance-of-payments-swings-to-deficit-in-january/,Balance of payments swings to deficit in January,Manual selection,NA,1
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279885/more-hot-money-leaves-phl-markets/,More ‘hot money’ leaves PHL markets,Manual selection,NA,1
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279922/pse-index-falls-back-to-7300-level/,"PSE index falls back to 7,300 level",Manual selection,NA,1
2020-02-21,Business World,https://www.bworldonline.com/editors-picks/2020/02/21/279925/peso-weakens-as-virus-continues-to-spread/,Peso weakens as virus continues to spread,Manual selection,NA,1
2020-02-21,Inquirer,https://business.inquirer.net/290991/asian-stocks-follow-wall-street-lower-on-renewed-virus-fears,Asian stocks follow Wall Street lower on renewed virus fears,Business,NA,1
2020-02-21,Inquirer,https://business.inquirer.net/290976/sp-500-spins-lower-in-choppy-trading-as-caution-returns,S&P 500 spins lower in choppy trading as caution returns,Business,NA,1
2020-02-21,Inquirer,https://business.inquirer.net/290964/hot-money-fled-ph-in-jan-due-to-bad-news-says-bsp,"‘Hot money’ fled PH in Jan due to bad news, says BSP",Business,NA,1
2020-02-21,Inquirer,https://business.inquirer.net/290958/world-bank-ok-of-500-m-loan-seen-in-may,World Bank OK of $500-M loan seen in May,Business,NA,1
2020-02-21,Business Mirror,https://businessmirror.com.ph/2020/02/21/bank-indonesia-resumes-rate-cuts-amid-growing-concerns-over-virus/,Bank Indonesia resumes rate cuts amid growing concerns over virus,Business,NA,1
2020-02-23,Rappler,https://www.rappler.com/business/252493-novel-coronavirus-hits-shipping-global-economic-strain/,"Virus hits shipping, spreading global economic strain",Business,NA,1
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/279975/shares-seen-steady-on-firms-earnings-reports/,Shares seen steady on firms’ earnings reports,Manual selection,NA,1
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280043/peso-to-decline-due-to-negative-sentiment-on-coronavirus-spread/,Peso to decline due to negative sentiment on coronavirus spread,Manual selection,NA,1
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280041/treasury-bills-expected-to-fetch-lower-rates-on-liquidity-growth/,"Treasury bills expected to fetch lower rates on liquidity, growth",Manual selection,NA,1
2020-02-24,Business World,https://www.bworldonline.com/editors-picks/2020/02/24/280245/pse-index-slumps-on-worries-over-coronavirus/,PSE index slumps on worries over coronavirus,Manual selection,NA,1
2020-02-24,Inquirer,https://business.inquirer.net/291187/asian-shares-take-hit-as-new-virus-cases-jump-outside-china,Asian shares take hit as new virus cases jump outside China,Business,NA,1
2020-02-24,Rappler,https://www.rappler.com/business/252522-novel-coronavirus-puts-global-recovery-at-risk-imf-g20/,Novel coronavirus puts ‘fragile’ global recovery at risk – IMF to G20,Business,NA,1
2020-02-25,Business World,https://www.bworldonline.com/editors-picks/2020/02/25/280251/yields-on-t-bills-decline-across-the-board/,Yields on T-bills decline across-the-board,Manual selection,NA,1
2020-02-25,Inquirer,https://business.inquirer.net/291246/asian-shares-extend-losses-after-dow-drops-more-than-1000,"Asian shares extend losses after Dow drops more than 1,000",Business,NA,1
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280434/coronavirus-earnings-to-drive-trading-at-pse/,"Coronavirus, earnings to drive trading at PSE",Manual selection,NA,1
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280438/bank-of-korea-seen-cutting-benchmark-rate-to-record-low-to-battle-coronavirus-reuters-poll/,Bank of Korea seen cutting benchmark rate to record low to battle coronavirus — Reuters poll,Manual selection,NA,1
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280440/bsp-to-grant-regulatory-relief-to-lenders-affected-by-asf-covid-19-spread/,"BSP to grant regulatory relief to lenders affected by ASF, COVID-19 spread",Manual selection,NA,1
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280636/psei-plunges-to-6900-level-as-covid-19-spreads/,"PSEi plunges to 6,900 level as COVID-19 spreads",Manual selection,NA,1
2020-02-26,Business World,https://www.bworldonline.com/editors-picks/2020/02/26/280747/world-trade-and-the-virus/,World trade and the virus,Manual selection,NA,2
2020-02-26,Inquirer,https://business.inquirer.net/291322/bsp-tightens-rules-on-capital-to-shield-small-banks-from-market-shocks,BSP tightens rules on capital to shield small banks from market shocks,Business,NA,1
2020-02-26,Inquirer,https://business.inquirer.net/291316/asian-markets-take-another-hit-as-virus-quickly-spreads,Asian markets take another hit as virus quickly spreads,Business,NA,1
2020-02-26,Inquirer,https://business.inquirer.net/291313/asian-shares-slide-on-fears-virus-will-stunt-global-economy,Asian shares slide on fears virus will stunt global economy,Business,NA,1
2020-02-26,Inquirer,https://business.inquirer.net/291305/covid-19-seen-to-weigh-down-phs-q1-growth,COVID-19 seen to weigh down PH’s Q1 growth,Business,NA,1
2020-02-26,Inquirer,https://business.inquirer.net/291302/stocks-sink-bonds-soar-on-fears-virus-will-stunt-economy,"Stocks sink, bonds soar on fears virus will stunt economy",Business,NA,1
2020-02-26,Business Mirror,https://businessmirror.com.ph/2020/02/26/emerging-market-bonds-on-fire-but-worries-remain/,Emerging-market bonds on fire but worries remain,Business,NA,1
2020-02-26,Business Mirror,https://businessmirror.com.ph/2020/02/26/bsp-to-ease-rules-for-banks-hit-by-covid-19-swine-flu-outbreaks/,"BSP to ease rules for banks hit by Covid-19, swine flu outbreaks",Business,NA,1
2020-02-26,Rappler,https://www.rappler.com/business/252800-updates-global-stock-markets-february-26-2020/,Mixed day for global stocks as coronavirus continues to spread,Business,NA,1
2020-02-26,Rappler,https://www.rappler.com/business/252764-philippine-stock-exchange-index-february-26-2020/,"PSEi bleeds to 6,900 as coronavirus continues to spread",Business,NA,1
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280944/index-rebounds-as-investors-pick-up-bargains/,Index rebounds as investors pick up bargains,Manual selection,NA,1
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280644/yields-on-term-deposits-decline-as-covid-19-worries-affect-rates/,Yields on term deposits decline as COVID-19 worries affect rates,Manual selection,NA,1
2020-02-27,Business World,https://www.bworldonline.com/editors-picks/2020/02/27/280643/hong-kong-banks-face-virus-toll-on-asset-quality-loan-growth/,"Hong Kong banks face virus toll on asset quality, loan growth",Manual selection,NA,2
2020-02-27,Inquirer,https://business.inquirer.net/291376/bsp-chief-says-sustained-reforms-key-to-shielding-ph-from-global-economic-turmoil,BSP chief says sustained reforms key to shielding PH from global economic turmoil,Business,NA,1
2020-02-27,Inquirer,https://business.inquirer.net/291360/asian-shares-slump-after-trump-announcement-on-virus-plans,Asian shares slump after Trump announcement on virus plans,Business,NA,1
2020-02-27,Inquirer,https://business.inquirer.net/291355/adb-aiib-step-up-financial-support-to-address-covid-19-outbreak,"ADB, AIIB step up financial support to address COVID-19 outbreak",Business,NA,1
2020-02-27,Inquirer,https://business.inquirer.net/291341/stocks-post-biggest-one-day-drop-in-4-years,Stocks post biggest one-day drop in 4 years,Business,NA,1
2020-02-27,Inquirer,https://business.inquirer.net/291339/covid-19-to-cut-q1-growth,COVID-19 to cut Q1 growth,Business,NA,1
2020-02-27,Inquirer,https://business.inquirer.net/291335/bsp-tightens-capital-rules-to-protect-small-banks-from-shocks,BSP tightens capital rules to protect small banks from shocks,Business,NA,1
2020-02-27,Philippine Star,https://www.philstar.com/business/2020/02/27/1996294/pandemic-fears-jolt-global-markets-psei-falls-below-7000,"Pandemic fears jolt global markets; PSEi falls below 7,000",Business,NA,1
2020-02-28,Inquirer,https://business.inquirer.net/291429/asia-stocks-fall-on-virus-fears-after-wall-street-plunge,Asia stocks fall on virus fears after Wall Street plunge,Business,NA,1
2020-02-28,Inquirer,https://business.inquirer.net/291418/stock-market-rout-deepens-on-virus-worries-indexes-lose-4,Stock market rout deepens on virus worries; indexes lose 4%,Business,NA,1
2020-02-28,Inquirer,https://business.inquirer.net/291407/adb-doubles-funds-for-measures-vs-covid-19,ADB doubles funds for measures vs COVID-19,Business,NA,1
2020-02-28,Inquirer,https://business.inquirer.net/291405/think-tank-covid-19-to-put-strain-on-ph-growth-%e2%80%8din-2020,Think tank: COVID-19 to put strain on PH growth ‍in 2020,Business,NA,1
2020-02-28,Inquirer,https://business.inquirer.net/291401/bsp-chief-sustained-reforms-to-shield-ph-from-global-economic-turmoil,BSP chief: Sustained reforms to shield PH from global economic turmoil,Business,NA,1
2020-02-28,Inquirer,https://business.inquirer.net/291397/psei-recoups-part-of-wednesday-losses-but-remains-below-7000,"PSEi recoups part of Wednesday losses but remains below 7,000",Business,NA,1
2020-02-28,Rappler,https://www.rappler.com/business/253091-novel-coronavirus-slows-china-major-projects-asia/,Virus slows China’s major projects in Asia,Business,NA,1
2020-02-28,Rappler,https://www.rappler.com/business/253089-novel-coronavirus-cost-world-tourism-estimate-february-27-2020/,Virus seen to cost world tourism at least $22 billion,Business,NA,1
2020-02-29,Rappler,https://www.rappler.com/business/253108-global-economy-wavers-world-standstill-novel-coronavirus-epidemic/,Global economy wavers as world comes to standstill amid epidemic,Business,NA,1
2020-02-29,Rappler,https://www.rappler.com/business/253109-updates-global-stock-markets-february-28-2020/,Stock markets suffer worst week since 2008 financial crisis,Business,NA,1
2020-02-29,Inquirer,https://business.inquirer.net/291532/local-stock-barometer-falls-to-lowest-in-more-than-3-years,Local stock barometer falls to lowest in more than 3 years,Business,NA,1
2020-03-01,Inquirer,https://business.inquirer.net/291613/virus-outbreak-batters-economies-raises-fear-of-spread,"Virus outbreak batters economies, raises fear of spread",Business,NA,1
2020-03-01,Rappler,https://www.rappler.com/business/253114-novel-coronavirus-economic-impact-still-in-doubt-march-1-2020/,Blip or bust: Coronavirus economic impact still in doubt,Business,NA,1
2020-03-02,Business World,https://www.bworldonline.com/editors-picks/2020/03/02/281185/shares-to-extend-decline-on-coronavirus-impact/,Shares to extend decline on coronavirus impact,Manual selection,NA,1
2020-03-02,Business World,https://www.bworldonline.com/editors-picks/2020/03/02/281237/peso-to-weaken-further-on-virus/,Peso to weaken further on virus,Manual selection,NA,1
2020-03-02,Business World,https://www.bworldonline.com/editors-picks/2020/03/02/281239/debt-yields-decline-on-bsp-easing-bets/,Debt yields decline on BSP easing bets,Manual selection,NA,1
2020-03-02,Business World,https://www.bworldonline.com/editors-picks/2020/03/02/281238/t-bill-bond-rates-to-drop/,"T-bill, bond rates to drop",Manual selection,NA,1
2020-03-02,Inquirer,https://business.inquirer.net/291659/treasury-sells-p23b-in-t-bills-as-demand-remains-strong,Treasury sells P23B in T-bills as demand remains strong,Business,NA,1
2020-03-02,Inquirer,https://business.inquirer.net/291653/shares-come-charging-back-despite-growing-fallout-from-virus,Shares come charging back despite growing fallout from virus,Business,NA,1
2020-03-02,Inquirer,https://business.inquirer.net/291628/local-stocks-seen-trading-lower-this-week,Local stocks seen trading lower this week,Business,NA,1
2020-03-02,Business Mirror,https://businessmirror.com.ph/2020/03/02/could-coronavirus-really-trigger-a-recession/,Could coronavirus really trigger a recession?,Business,NA,1
2020-03-02,Business Mirror,https://businessmirror.com.ph/2020/03/02/central-banks-global-policy-makers-on-virus-alert-as-markets-explore-action/,"Central banks, global policy-makers on virus alert as markets explore action",Business,NA,1
2020-03-02,Rappler,https://www.rappler.com/business/253228-updates-global-stock-markets-march-2-2020/,"Stock markets see wild price swings, Wall Street stages comeback",Business,NA,1
2020-03-02,Rappler,https://www.rappler.com/business/253223-governments-step-up-economic-response-novel-coronavirus/,Governments step up economic response to coronavirus,Business,NA,1
2020-03-02,Rappler,https://www.rappler.com/business/253210-oecd-warning-severe-economic-hit-novel-coronavirus-outbreak-march-2-2020/,OECD warns of severe economic hit from virus outbreak,Business,NA,1
2020-03-02,Rappler,https://www.rappler.com/business/253199-philippine-stock-exchange-index-march-2-2020/,"PSEi falls to 6,700",Business,NA,1
2020-03-03,Business World,https://www.bworldonline.com/editors-picks/2020/03/03/281453/fed-ready-to-cut-rates-despite-doubt-they-can-offset-virus-hit/,Fed ready to cut rates despite doubt they can offset virus hit,Manual selection,NA,1
2020-03-03,Business World,https://www.bworldonline.com/editors-picks/2020/03/03/281455/govt-upsizes-treasury-bill-award-as-rates-decline-amid-virus-fears/,Gov’t upsizes Treasury bill award as rates decline amid virus fears,Manual selection,NA,1
2020-03-03,Business World,https://www.bworldonline.com/editors-picks/2020/03/03/281664/stocks-rise-ahead-of-g7-call-on-virus-response/,Stocks rise ahead of G7 call on virus response,Manual selection,NA,1
2020-03-03,Business World,https://www.bworldonline.com/editors-picks/2020/03/03/281781/phl-feb-pmi-rises-amid-broad-asean-contraction-ihs-markit/,PHL Feb. PMI rises amid broad ASEAN contraction — IHS Markit,Manual selection,NA,1
2020-03-03,Inquirer,https://business.inquirer.net/291745/bsp-ready-to-shield-economy-from-covid-19-onslaught,BSP ready to shield economy from COVID-19 onslaught,Business,NA,1
